# Precios industriales: aparatos domésticos no eléctricos, estufas (NACE C27.52) (IT)
# Unidad: índice 2021=100
# Fuente: Eurostat - https://ec.europa.eu/eurostat
# Licencia: CC BY 4.0 - https://ec.europa.eu/eurostat/web/main/help/copyright-notice
# Cita obligatoria: Fuente: Eurostat
# Recopilado por Observatorio de precios de cristalesparachimeneas.es - generado 2026-09-14T09:18:40+00:00
date,value
2000-01-01,80.5
2000-02-01,80.6
2000-03-01,80.7
2000-04-01,80.6
2000-05-01,80.5
2000-06-01,80.7
2000-07-01,80.7
2000-08-01,80.6
2000-09-01,80.5
2000-10-01,80.5
2000-11-01,80.4
2000-12-01,80.3
2001-01-01,80.5
2001-02-01,80.7
2001-03-01,80.8
2001-04-01,81
2001-05-01,80.7
2001-06-01,80.7
2001-07-01,80.6
2001-08-01,81.7
2001-09-01,81.8
2001-10-01,82
2001-11-01,81.6
2001-12-01,81.6
2002-01-01,81.9
2002-02-01,81.8
2002-03-01,81.8
2002-04-01,82.1
2002-05-01,83.2
2002-06-01,83.2
2002-07-01,83.2
2002-08-01,83.2
2002-09-01,83.2
2002-10-01,83.2
2002-11-01,83.3
2002-12-01,83.4
2003-01-01,83.2
2003-02-01,83
2003-03-01,83
2003-04-01,83
2003-05-01,82.9
2003-06-01,82.2
2003-07-01,82.2
2003-08-01,82.2
2003-09-01,82.5
2003-10-01,82.5
2003-11-01,83.3
2003-12-01,83.3
2004-01-01,84.9
2004-02-01,84.8
2004-03-01,84.5
2004-04-01,84.9
2004-05-01,85.1
2004-06-01,85
2004-07-01,85
2004-08-01,85.5
2004-09-01,85.4
2004-10-01,86.6
2004-11-01,86.6
2004-12-01,86.6
2005-01-01,85
2005-02-01,85.4
2005-03-01,85.4
2005-04-01,85.5
2005-05-01,85.5
2005-06-01,85.5
2005-07-01,85.5
2005-08-01,85.8
2005-09-01,85.8
2005-10-01,85.8
2005-11-01,85.8
2005-12-01,85.8
2006-01-01,85.8
2006-02-01,85.3
2006-03-01,86.5
2006-04-01,86.6
2006-05-01,86.9
2006-06-01,86.4
2006-07-01,86.3
2006-08-01,86.2
2006-09-01,85.9
2006-10-01,87.4
2006-11-01,87.4
2006-12-01,87.5
2007-01-01,88.1
2007-02-01,88.9
2007-03-01,89.2
2007-04-01,89.3
2007-05-01,88.8
2007-06-01,88.6
2007-07-01,88.7
2007-08-01,88.7
2007-09-01,89.7
2007-10-01,90
2007-11-01,90.1
2007-12-01,89.9
2008-01-01,90.3
2008-02-01,90.5
2008-03-01,90.1
2008-04-01,90.3
2008-05-01,90.5
2008-06-01,90.5
2008-07-01,90.7
2008-08-01,91.3
2008-09-01,91.3
2008-10-01,90.9
2008-11-01,91.7
2008-12-01,91.6
2009-01-01,91.2
2009-02-01,91.6
2009-03-01,93.2
2009-04-01,91.6
2009-05-01,93
2009-06-01,92.8
2009-07-01,92.8
2009-08-01,91.3
2009-09-01,91.6
2009-10-01,93.2
2009-11-01,93.2
2009-12-01,92.8
2010-01-01,92.9
2010-02-01,92.9
2010-03-01,92.9
2010-04-01,92.9
2010-05-01,92.9
2010-06-01,92.9
2010-07-01,92.9
2010-08-01,93
2010-09-01,92.9
2010-10-01,93
2010-11-01,93
2010-12-01,92.9
2011-01-01,93
2011-02-01,92.7
2011-03-01,89.5
2011-04-01,89.6
2011-05-01,89.9
2011-06-01,88.6
2011-07-01,88.7
2011-08-01,89.7
2011-09-01,92.4
2011-10-01,93.5
2011-11-01,93.7
2011-12-01,96.3
2012-01-01,95.4
2012-02-01,95.7
2012-03-01,95.5
2012-04-01,95.9
2012-05-01,95.3
2012-06-01,95.9
2012-07-01,97.2
2012-08-01,95.4
2012-09-01,96.2
2012-10-01,95.6
2012-11-01,96.2
2012-12-01,96.1
2013-01-01,95.6
2013-02-01,96.5
